headlines,outcome,triples,relations,is_in_triples,is_in_entities
"Spanish Prime Minister, Pedro Sánchez, said this Monday, July 27 in an interview for ‘Informativos Telecinco’ that [min. 1:19] “in most of the [Spanish] territory the accumulated incidence of the virus is still very low, lower than I insist […] on the average also for the United Kingdom.",0,"[[{'subject': 'July 27', 'relation': 'is in', 'object': 'interview for Informativos Telecinco'}, {'subject': 'http://dbpedia.org/resource/Prime_Minister_of_Spain', 'relation': 'said', 'object': 'this'}, {'subject': 'http://dbpedia.org/resource/Prime_Minister_of_Spain', 'relation': 'said', 'object': 'this'}], [{'subject': 'accumulated incidence', 'relation': 'is low in', 'object': 'most of Spanish territory'}, {'subject': 'http://dbpedia.org/resource/Incidence_(epidemiology)', 'relation': 'is', 'object': 'very low'}, {'subject': 'http://dbpedia.org/resource/Incidence_(epidemiology)', 'relation': 'is still very low in', 'object': 'most of Spanish territory'}, {'subject': 'accumulated incidence', 'relation': 'is', 'object': 'very low'}, {'subject': 'http://dbpedia.org/resource/Incidence_(epidemiology)', 'relation': 'is still low in', 'object': 'most'}, {'subject': 'http://dbpedia.org/resource/Incidence_(epidemiology)', 'relation': 'is still low in', 'object': 'most of territory'}, {'subject': 'http://dbpedia.org/resource/Incidence_(epidemiology)', 'relation': 'is', 'object': 'still low'}, {'subject': 'http://dbpedia.org/resource/Incidence_(epidemiology)', 'relation': 'is very low in', 'object': 'most of territory'}, {'subject': 'accumulated incidence', 'relation': 'is still very low in', 'object': 'most of territory'}, {'subject': 'http://dbpedia.org/resource/Incidence_(epidemiology)', 'relation': 'is low in', 'object': 'most of territory'}, {'subject': 'accumulated incidence', 'relation': 'is very low in', 'object': 'most of territory'}, {'subject': 'accumulated incidence', 'relation': 'is', 'object': 'still very low'}, {'subject': 'http://dbpedia.org/resource/Incidence_(epidemiology)', 'relation': 'is', 'object': 'still very low'}, {'subject': 'accumulated incidence', 'relation': 'is low in', 'object': 'most of territory'}, {'subject': 'accumulated incidence', 'relation': 'is', 'object': 'low'}, {'subject': 'accumulated incidence', 'relation': 'is very low in', 'object': 'most of Spanish territory'}, {'subject': 'accumulated incidence', 'relation': 'is still low in', 'object': 'most of territory'}, {'subject': 'http://dbpedia.org/resource/Incidence_(epidemiology)', 'relation': 'is low in', 'object': 'most of Spanish territory'}, {'subject': 'http://dbpedia.org/resource/Incidence_(epidemiology)', 'relation': 'is still very low in', 'object': 'most of territory'}, {'subject': 'accumulated incidence', 'relation': 'is very low in', 'object': 'most'}, {'subject': 'http://dbpedia.org/resource/Incidence_(epidemiology)', 'relation': 'is low in', 'object': 'most'}, {'subject': 'accumulated incidence', 'relation': 'is still very low in', 'object': 'most'}, {'subject': 'accumulated incidence', 'relation': 'is still low in', 'object': 'most'}, {'subject': 'http://dbpedia.org/resource/Incidence_(epidemiology)', 'relation': 'is very low in', 'object': 'most of Spanish territory'}, {'subject': 'http://dbpedia.org/resource/Incidence_(epidemiology)', 'relation': 'is', 'object': 'low'}, {'subject': 'http://dbpedia.org/resource/Incidence_(epidemiology)', 'relation': 'is still low in', 'object': 'most of Spanish territory'}, {'subject': 'accumulated incidence', 'relation': 'is low in', 'object': 'most'}, {'subject': 'accumulated incidence', 'relation': 'is still very low in', 'object': 'most of Spanish territory'}, {'subject': 'accumulated incidence', 'relation': 'is still low in', 'object': 'most of Spanish territory'}, {'subject': 'http://dbpedia.org/resource/Incidence_(epidemiology)', 'relation': 'is still very low in', 'object': 'most'}, {'subject': 'accumulated incidence', 'relation': 'is', 'object': 'still low'}, {'subject': 'http://dbpedia.org/resource/Incidence_(epidemiology)', 'relation': 'is very low in', 'object': 'most'}]]","['is in', 'said', 'said', 'is low in', 'is', 'is still very low in', 'is', 'is still low in', 'is still low in', 'is', 'is very low in', 'is still very low in', 'is low in', 'is very low in', 'is', 'is', 'is low in', 'is', 'is very low in', 'is still low in', 'is low in', 'is still very low in', 'is very low in', 'is low in', 'is still very low in', 'is still low in', 'is very low in', 'is', 'is still low in', 'is low in', 'is still very low in', 'is still low in', 'is still very low in', 'is', 'is very low in']","[{'subject': 'July 27', 'relation': 'is in', 'object': 'interview for Informativos Telecinco'}]","['July 27', 'interview for Informativos Telecinco']"
A post claimed that photos of a man in a gold mask are of a religious leader who “asked his congregation for a gold mask because God revealed it to him in a dream.,0,"[[{'subject': 'photos', 'relation': 'are', 'object': 'religious'}, {'subject': 'man', 'relation': 'is in', 'object': 'gold mask'}, {'subject': 'man', 'relation': 'is in', 'object': 'gold mask'}]]","['are', 'is in', 'is in']","[{'subject': 'man', 'relation': 'is in', 'object': 'gold mask'}, {'subject': 'man', 'relation': 'is in', 'object': 'gold mask'}]","['man', 'gold mask', 'man', 'gold mask']"
"Multiple posts shared hundreds of times on Facebook and Twitter claim that four Ukrainian soldiers died after participating in American COVID-19 vaccine trials in the northeastern Ukrainian city of Kharkiv. The claim, published in several languages across different posts, was attributed to a police spokesperson in the self-proclaimed Lugansk People’s Republic.",0,"[[{'subject': 'American COVID 19 vaccine trials', 'relation': 'is in', 'object': 'northeastern Ukrainian city of Kharkiv'}], [{'subject': 'claim', 'relation': 'was attributed to', 'object': 'police spokesperson in self proclaimed Lugansk People ’s Republic'}, {'subject': 'claim', 'relation': 'was', 'object': 'attributed'}, {'subject': 'claim', 'relation': 'was attributed to', 'object': 'police spokesperson in proclaimed Lugansk People ’s Republic'}, {'subject': 'claim', 'relation': 'was attributed to', 'object': 'police spokesperson in Lugansk People ’s Republic'}, {'subject': 'claim', 'relation': 'was attributed to', 'object': 'police spokesperson'}, {'subject': 'proclaimed Lugansk People', 'relation': 'in', 'object': 'Republic'}, {'subject': 'police spokesperson', 'relation': 'is in', 'object': 'self proclaimed Lugansk People ’s Republic'}]]","['is in', 'was attributed to', 'was', 'was attributed to', 'was attributed to', 'was attributed to', 'in', 'is in']","[{'subject': 'American COVID 19 vaccine trials', 'relation': 'is in', 'object': 'northeastern Ukrainian city of Kharkiv'}, {'subject': 'police spokesperson', 'relation': 'is in', 'object': 'self proclaimed Lugansk People ’s Republic'}]","['American COVID 19 vaccine trials', 'northeastern Ukrainian city of Kharkiv', 'police spokesperson', 'self proclaimed Lugansk People ’s Republic']"
Pictures of a flooded NMCH hospital in Patna,0,"[[{'subject': 'flooded NMCH hospital', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Patna'}]]",['is in'],"[{'subject': 'flooded NMCH hospital', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Patna'}]","['flooded NMCH hospital', 'http://dbpedia.org/resource/Patna']"
The active ingredients in chloroquine and ivermectin are also found in lemon and orange peels.,0,"[[{'subject': 'ingredients', 'relation': 'are also found in', 'object': 'lemon'}, {'subject': 'active ingredients', 'relation': 'are', 'object': 'found'}, {'subject': 'ingredients', 'relation': 'are', 'object': 'found'}, {'subject': 'active ingredients', 'relation': 'are also found in', 'object': 'lemon'}, {'subject': 'ingredients', 'relation': 'are', 'object': 'also found'}, {'subject': 'ingredients', 'relation': 'are found in', 'object': 'lemon'}, {'subject': 'active ingredients', 'relation': 'are found in', 'object': 'lemon'}, {'subject': 'active ingredients', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Chloroquine'}, {'subject': 'active ingredients', 'relation': 'are', 'object': 'also found'}]]","['are also found in', 'are', 'are', 'are also found in', 'are', 'are found in', 'are found in', 'is in', 'are']","[{'subject': 'active ingredients', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Chloroquine'}]","['active ingredients', 'http://dbpedia.org/resource/Chloroquine']"
"A viral video where an interview from the Tierra Pura portal is disseminated to the doctor Mariana Colombres Garmendia, who denounces the overregistration of the numbers of people infected and killed by the COVID-19 disease in Argentina, and says that the Buenos Aires government pays the doctors or institutions for doing so for the alleged purpose of extending the quarantine",0,"[[{'subject': 'interview', 'relation': 'is', 'object': 'disseminated'}, {'subject': 'interview', 'relation': 'is', 'object': 'where disseminated'}, {'subject': 'interview', 'relation': 'is disseminated to', 'object': 'doctor Mariana Colombres Garmendia'}, {'subject': 'interview', 'relation': 'is', 'object': 'where disseminated to doctor Mariana Colombres Garmendia'}, {'subject': 'COVID 19 disease', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Argentina'}]]","['is', 'is', 'is disseminated to', 'is', 'is in']","[{'subject': 'COVID 19 disease', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Argentina'}]","['COVID 19 disease', 'http://dbpedia.org/resource/Argentina']"
The Centers for Disease Control and Prevention made a mistake and has lowered its COVID-19 case count in Florida.,0,"[[{'subject': '19 case count', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Florida'}, {'subject': 'Centers', 'relation': 'lowered', 'object': 'Centers for Disease Control'}, {'subject': 'Centers', 'relation': 'made', 'object': 'mistake'}, {'subject': 'Centers', 'relation': 'lowered', 'object': 'Centers'}]]","['is in', 'lowered', 'made', 'lowered']","[{'subject': '19 case count', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Florida'}]","['19 case count', 'http://dbpedia.org/resource/Florida']"
The Centers for Disease Control and Prevention made a mistake and has lowered its COVID-19 case count in Florida.,0,"[[{'subject': '19 case count', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Florida'}, {'subject': 'Centers', 'relation': 'lowered', 'object': 'Centers for Disease Control'}, {'subject': 'Centers', 'relation': 'made', 'object': 'mistake'}, {'subject': 'Centers', 'relation': 'lowered', 'object': 'Centers'}]]","['is in', 'lowered', 'made', 'lowered']","[{'subject': '19 case count', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Florida'}]","['19 case count', 'http://dbpedia.org/resource/Florida']"
"A video shows a candidate in the upcoming New Zealand elections claiming that the country’s prime minister, Jacinda Ardern, authorised the military to enter private residences in order to enforce COVID-19 quarantine measures. It has been viewed tens of thousands of times in multiple posts on Facebook in July 2020.",0,"[[{'subject': 'country', 'relation': '’s minister is', 'object': 'http://dbpedia.org/resource/Jacinda_Ardern'}, {'subject': 'video', 'relation': 'shows', 'object': 'candidate'}, {'subject': 'video', 'relation': 'shows', 'object': 'candidate claiming'}, {'subject': 'video', 'relation': 'shows', 'object': 'candidate in New Zealand elections'}, {'subject': 'candidate', 'relation': 'is in', 'object': 'upcoming New Zealand elections'}, {'subject': 'country', 'relation': '’s', 'object': 'prime minister'}, {'subject': 'video', 'relation': 'shows', 'object': 'candidate in upcoming New Zealand elections claiming'}, {'subject': 'video', 'relation': 'shows', 'object': 'candidate in upcoming New Zealand elections'}, {'subject': 'video', 'relation': 'shows', 'object': 'candidate in New Zealand elections claiming'}], []]","['’s minister is', 'shows', 'shows', 'shows', 'is in', '’s', 'shows', 'shows', 'shows']","[{'subject': 'candidate', 'relation': 'is in', 'object': 'upcoming New Zealand elections'}]","['candidate', 'upcoming New Zealand elections']"
A video shows the execution of a journalist who denounced wasteful spending in city hall’s work to combat COVID-19 in the Brazilian state of Pará,0,"[[{'subject': 'city hall', 'relation': 'in', 'object': 'work'}, {'subject': 'video', 'relation': 'shows', 'object': 'execution'}, {'subject': 'video', 'relation': 'shows', 'object': 'execution of journalist'}, {'subject': 'wasteful spending', 'relation': 'combat', 'object': 'COVID 19'}, {'subject': 'spending', 'relation': 'combat', 'object': 'COVID 19'}, {'subject': 'wasteful spending', 'relation': 'is in', 'object': 'city hall ’s work'}]]","['in', 'shows', 'shows', 'combat', 'combat', 'is in']","[{'subject': 'wasteful spending', 'relation': 'is in', 'object': 'city hall ’s work'}]","['wasteful spending', 'city hall ’s work']"
"According to the Brazilian Civil Registry, there were more deaths in 2019 than in 2020, considering the first semester only.",0,"[[{'subject': 'more deaths', 'relation': 'is in', 'object': 'than 2020'}, {'subject': 'more deaths', 'relation': 'is in', 'object': '2019'}]]","['is in', 'is in']","[{'subject': 'more deaths', 'relation': 'is in', 'object': 'than 2020'}, {'subject': 'more deaths', 'relation': 'is in', 'object': '2019'}]","['more deaths', 'than 2020', 'more deaths', '2019']"
An image that supposedly shows the results of vaccination campaigns on children in Sierra Leone,0,"[[{'subject': 'children', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Sierra_Leone'}]]",['is in'],"[{'subject': 'children', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Sierra_Leone'}]","['children', 'http://dbpedia.org/resource/Sierra_Leone']"
An image that supposedly shows the results of vaccination campaigns on children in Sierra Leone,0,"[[{'subject': 'children', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Sierra_Leone'}]]",['is in'],"[{'subject': 'children', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Sierra_Leone'}]","['children', 'http://dbpedia.org/resource/Sierra_Leone']"
Brazil recorded more deaths in the first half of 2019 than in the first half of 2020.,0,"[[{'subject': 'http://dbpedia.org/resource/Brazil', 'relation': 'recorded', 'object': 'deaths in first half of 2019 than in first half of 2020'}, {'subject': 'more deaths', 'relation': 'is in', 'object': 'first half of 2019'}, {'subject': 'http://dbpedia.org/resource/Brazil', 'relation': 'recorded', 'object': 'more deaths in first half of 2019 than in first half of 2020'}, {'subject': 'more deaths', 'relation': 'is in', 'object': 'than first half of 2020'}]]","['recorded', 'is in', 'recorded', 'is in']","[{'subject': 'more deaths', 'relation': 'is in', 'object': 'first half of 2019'}, {'subject': 'more deaths', 'relation': 'is in', 'object': 'than first half of 2020'}]","['more deaths', 'first half of 2019', 'more deaths', 'than first half of 2020']"
